"config_id","job_type_id","job_type_code","process_id","subprocess_id","process_code","subprocess_code","department_id","event_type_code","event_label","approval_type_id","approval_level","recipient_type","notify_assignee","notify_dept_head","notify_supervisor","notify_approver","notify_client_sms","notify_client_whatsapp","notify_client_email","notify_internal_sms","notify_internal_whatsapp","notify_internal_email","notify_push","notify_topup_alert","template_code","subject_template","body_template","sla_hours","escalate_after_hours","escalate_to","overdue_reminder_interval_hours","trigger_on_status","auto_trigger","trigger_condition","payload_config","ai_config","meta","priority","is_mandatory","is_active","sequence_no","created_by","created_on","modified_by","modified_on"
"1587",1001,"FULL_OFFSET",4,4,"QUOT","QUOT","9999","TASK_OVERDUE","Quotation Generation Overdue",NULL,1,"PARTY",True,True,False,True,False,True,True,False,False,True,True,False,"P_QUOT","[FULL_OFFSET] Quotation [TASK_OVERDUE] - {job_no}","Process: Quotation Generation (QUOT)
Event: TASK_OVERDUE
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","4.00","2.00","DEPT_HEAD","2.00","OVERDUE",False,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""TASK_OVERDUE"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""QUOT"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,43,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1588",1001,"FULL_OFFSET",4,4,"QUOT","QUOT","9999","TASK_COMPLETED","Quotation Generation Completed",NULL,1,"PARTY",True,True,False,True,False,True,True,False,False,True,True,False,"P_QUOT","[FULL_OFFSET] Quotation [TASK_COMPLETED] - {job_no}","Process: Quotation Generation (QUOT)
Event: TASK_COMPLETED
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","4.00","2.00","DEPT_HEAD","2.00","COMPLETED",False,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""TASK_COMPLETED"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""QUOT"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,44,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1589",1001,"FULL_OFFSET",5,5,"QUOT_APPR","QUOT_APPR","1001","PROC_START","Quotation Approval Started",NULL,1,"INTERNAL",True,True,False,True,False,False,False,False,False,True,True,False,"P_QUOT_APPR","[FULL_OFFSET] Quotation Approval [PROC_START] - {job_no}","Process: Quotation Approval (QUOT_APPR)
Event: PROC_START
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","8.00","2.00","DEPT_HEAD","2.00","PENDING",True,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""PROC_START"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""QUOT_APPR"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,51,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1590",1001,"FULL_OFFSET",5,5,"QUOT_APPR","QUOT_APPR","1001","TASK_ASSIGNED","Quotation Approval Assigned",NULL,1,"INTERNAL",True,True,False,True,False,False,False,False,False,True,True,False,"P_QUOT_APPR","[FULL_OFFSET] Quotation Approval [TASK_ASSIGNED] - {job_no}","Process: Quotation Approval (QUOT_APPR)
Event: TASK_ASSIGNED
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","8.00","2.00","DEPT_HEAD","2.00","PENDING",True,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""TASK_ASSIGNED"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""QUOT_APPR"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,52,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1591",1001,"FULL_OFFSET",5,5,"QUOT_APPR","QUOT_APPR","1001","TASK_OVERDUE","Quotation Approval Overdue",NULL,1,"INTERNAL",True,True,False,True,False,False,False,False,False,True,True,False,"P_QUOT_APPR","[FULL_OFFSET] Quotation Approval [TASK_OVERDUE] - {job_no}","Process: Quotation Approval (QUOT_APPR)
Event: TASK_OVERDUE
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","8.00","2.00","DEPT_HEAD","2.00","OVERDUE",False,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""TASK_OVERDUE"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""QUOT_APPR"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,53,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1592",1001,"FULL_OFFSET",5,5,"QUOT_APPR","QUOT_APPR","1001","TASK_COMPLETED","Quotation Approval Completed",NULL,1,"INTERNAL",True,True,False,True,False,False,False,False,False,True,True,False,"P_QUOT_APPR","[FULL_OFFSET] Quotation Approval [TASK_COMPLETED] - {job_no}","Process: Quotation Approval (QUOT_APPR)
Event: TASK_COMPLETED
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","8.00","2.00","DEPT_HEAD","2.00","COMPLETED",False,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""TASK_COMPLETED"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""QUOT_APPR"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,54,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1593",1001,"FULL_OFFSET",6,6,"JOB_CREATE","JOB_CREATE","1007","PROC_START","Job Creation Started",NULL,1,"INTERNAL",True,True,False,True,False,False,False,False,False,True,True,False,"P_JOB_CREATE","[FULL_OFFSET] Job Creation [PROC_START] - {job_no}","Process: Job Creation (JOB_CREATE)
Event: PROC_START
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","2.00","2.00","DEPT_HEAD","2.00","PENDING",True,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""PROC_START"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""JOB_CREATE"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,61,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1594",1001,"FULL_OFFSET",6,6,"JOB_CREATE","JOB_CREATE","1007","TASK_ASSIGNED","Job Creation Assigned",NULL,1,"INTERNAL",True,True,False,True,False,False,False,False,False,True,True,False,"P_JOB_CREATE","[FULL_OFFSET] Job Creation [TASK_ASSIGNED] - {job_no}","Process: Job Creation (JOB_CREATE)
Event: TASK_ASSIGNED
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","2.00","2.00","DEPT_HEAD","2.00","PENDING",True,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""TASK_ASSIGNED"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""JOB_CREATE"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,62,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1595",1001,"FULL_OFFSET",6,6,"JOB_CREATE","JOB_CREATE","1007","TASK_OVERDUE","Job Creation Overdue",NULL,1,"INTERNAL",True,True,False,True,False,False,False,False,False,True,True,False,"P_JOB_CREATE","[FULL_OFFSET] Job Creation [TASK_OVERDUE] - {job_no}","Process: Job Creation (JOB_CREATE)
Event: TASK_OVERDUE
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","2.00","2.00","DEPT_HEAD","2.00","OVERDUE",False,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""TASK_OVERDUE"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""JOB_CREATE"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,63,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
"1596",1001,"FULL_OFFSET",6,6,"JOB_CREATE","JOB_CREATE","1007","TASK_COMPLETED","Job Creation Completed",NULL,1,"INTERNAL",True,True,False,True,False,False,False,False,False,True,True,False,"P_JOB_CREATE","[FULL_OFFSET] Job Creation [TASK_COMPLETED] - {job_no}","Process: Job Creation (JOB_CREATE)
Event: TASK_COMPLETED
Job No: {job_no}
Work Note: Update step status and part-wise completion in workspace.","2.00","2.00","DEPT_HEAD","2.00","COMPLETED",False,NULL,"{""channels"": {""push"": true, ""email"": true, ""workspace"": true}, ""eventType"": ""TASK_COMPLETED"", ""jobTypeCode"": ""FULL_OFFSET"", ""jobTypeName"": ""Full Job – Offset Printing"", ""processCode"": ""JOB_CREATE"", ""printingMode"": ""OFFSET"", ""isFullProcess"": true, ""isOutsourceJob"": false, ""isSingleProcess"": false, ""isInhouseMaterial"": true, ""isCustomerMaterial"": false, ""allowAdvancePayment"": true, ""requireCostingApproval"": true}","{""model"": ""agentic-workspace-v1"", ""enabled"": true, ""purpose"": ""process-work-guidance""}","{""seededFrom"": ""mst_process + mst_job_type + mst_department"", ""taskTypeLogic"": ""process.isapprovalrequired + client approval + job-type nature"", ""partyRoutingDepartment"": 9999}","HIGH",True,True,64,"SYSTEM","2026-04-16 08:57:33.887592",NULL,"2026-04-16 08:57:33.887592"
